Date;Ticker
05/02/2021;ACA.PA_sel.csv
21/12/2021;ACA.PA_sel.csv
19/07/2022;ACA.PA_sel.csv
17/10/2022;ACA.PA_sel.csv
21/12/2022;ACA.PA_sel.csv
11/07/2023;ACA.PA_sel.csv
30/11/2023;ACA.PA_sel.csv
11/03/2024;ACA.PA_sel.csv
19/04/2024;ACA.PA_sel.csv
05/12/2024;ACA.PA_sel.csv
05/10/2015;ACS.MC_sel.csv
17/02/2016;ACS.MC_sel.csv
01/12/2016;ACS.MC_sel.csv
31/03/2017;ACS.MC_sel.csv
16/10/2017;ACS.MC_sel.csv
17/04/2018;ACS.MC_sel.csv
05/07/2018;ACS.MC_sel.csv
04/01/2019;ACS.MC_sel.csv
12/02/2019;ACS.MC_sel.csv
01/07/2019;ACS.MC_sel.csv
26/03/2020;ACS.MC_sel.csv
03/11/2020;ACS.MC_sel.csv
21/12/2021;ACS.MC_sel.csv
16/05/2022;ACS.MC_sel.csv
25/07/2022;ACS.MC_sel.csv
18/10/2022;ACS.MC_sel.csv
30/03/2023;ACS.MC_sel.csv
26/07/2023;ACS.MC_sel.csv
15/11/2023;ACS.MC_sel.csv
28/02/2024;ACS.MC_sel.csv
07/05/2024;ACS.MC_sel.csv
21/11/2024;ACS.MC_sel.csv
09/10/2015;ADBE_sel.csv
16/02/2016;ADBE_sel.csv
06/05/2016;ADBE_sel.csv
29/06/2016;ADBE_sel.csv
05/01/2017;ADBE_sel.csv
19/05/2017;ADBE_sel.csv
18/10/2017;ADBE_sel.csv
14/02/2018;ADBE_sel.csv
04/05/2018;ADBE_sel.csv
10/01/2019;ADBE_sel.csv
25/10/2019;ADBE_sel.csv
13/12/2019;ADBE_sel.csv
14/04/2020;ADBE_sel.csv
13/08/2020;ADBE_sel.csv
26/03/2021;ADBE_sel.csv
10/06/2021;ADBE_sel.csv
13/10/2021;ADBE_sel.csv
16/03/2023;ADBE_sel.csv
17/05/2023;ADBE_sel.csv
01/11/2023;ADBE_sel.csv
09/01/2024;ADBE_sel.csv
25/04/2025;ADBE_sel.csv
17/09/2015;ADS.DE_sel.csv
17/02/2016;ADS.DE_sel.csv
29/06/2016;ADS.DE_sel.csv
09/02/2017;ADS.DE_sel.csv
05/07/2017;ADS.DE_sel.csv
14/03/2018;ADS.DE_sel.csv
08/08/2018;ADS.DE_sel.csv
04/01/2019;ADS.DE_sel.csv
06/05/2019;ADS.DE_sel.csv
27/08/2019;ADS.DE_sel.csv
03/01/2020;ADS.DE_sel.csv
18/05/2020;ADS.DE_sel.csv
06/08/2020;ADS.DE_sel.csv
03/11/2020;ADS.DE_sel.csv
07/12/2020;ADS.DE_sel.csv
13/10/2021;ADS.DE_sel.csv
04/11/2022;ADS.DE_sel.csv
29/03/2023;ADS.DE_sel.csv
02/06/2023;ADS.DE_sel.csv
14/11/2023;ADS.DE_sel.csv
07/03/2024;ADS.DE_sel.csv
10/07/2024;ADS.DE_sel.csv
23/08/2024;ADS.DE_sel.csv
12/09/2024;ADS.DE_sel.csv
25/11/2024;ADS.DE_sel.csv
18/02/2016;AENA.MC_sel.csv
06/04/2016;AENA.MC_sel.csv
29/06/2016;AENA.MC_sel.csv
17/10/2016;AENA.MC_sel.csv
12/12/2016;AENA.MC_sel.csv
17/03/2017;AENA.MC_sel.csv
03/05/2017;AENA.MC_sel.csv
31/10/2017;AENA.MC_sel.csv
06/04/2018;AENA.MC_sel.csv
22/05/2020;AENA.MC_sel.csv
02/11/2020;AENA.MC_sel.csv
27/04/2021;AENA.MC_sel.csv
21/12/2021;AENA.MC_sel.csv
09/03/2022;AENA.MC_sel.csv
25/10/2022;AENA.MC_sel.csv
03/01/2023;AENA.MC_sel.csv
30/10/2023;AENA.MC_sel.csv
20/02/2024;AENA.MC_sel.csv
13/05/2024;AENA.MC_sel.csv
08/08/2024;AENA.MC_sel.csv
21/10/2015;AIR.PA_sel.csv
15/02/2016;AIR.PA_sel.csv
24/08/2016;AIR.PA_sel.csv
09/11/2016;AIR.PA_sel.csv
13/12/2016;AIR.PA_sel.csv
13/02/2017;AIR.PA_sel.csv
20/04/2017;AIR.PA_sel.csv
15/09/2017;AIR.PA_sel.csv
17/10/2017;AIR.PA_sel.csv
04/01/2018;AIR.PA_sel.csv
15/02/2018;AIR.PA_sel.csv
17/04/2018;AIR.PA_sel.csv
10/07/2018;AIR.PA_sel.csv
04/01/2019;AIR.PA_sel.csv
15/02/2019;AIR.PA_sel.csv
03/06/2019;AIR.PA_sel.csv
11/10/2019;AIR.PA_sel.csv
25/05/2020;AIR.PA_sel.csv
04/08/2020;AIR.PA_sel.csv
04/11/2020;AIR.PA_sel.csv
21/12/2021;AIR.PA_sel.csv
11/07/2022;AIR.PA_sel.csv
04/10/2022;AIR.PA_sel.csv
13/02/2023;AIR.PA_sel.csv
29/03/2023;AIR.PA_sel.csv
21/08/2023;AIR.PA_sel.csv
24/10/2023;AIR.PA_sel.csv
28/02/2024;AIR.PA_sel.csv
11/10/2024;AIR.PA_sel.csv
28/11/2024;AIR.PA_sel.csv
17/09/2015;AMS.MC_sel.csv
15/02/2016;AMS.MC_sel.csv
11/07/2016;AMS.MC_sel.csv
26/04/2017;AMS.MC_sel.csv
31/08/2017;AMS.MC_sel.csv
26/10/2017;AMS.MC_sel.csv
02/05/2018;AMS.MC_sel.csv
13/08/2018;AMS.MC_sel.csv
18/05/2020;AMS.MC_sel.csv
04/11/2020;AMS.MC_sel.csv
22/02/2021;AMS.MC_sel.csv
17/09/2021;AMS.MC_sel.csv
21/12/2021;AMS.MC_sel.csv
05/01/2023;AMS.MC_sel.csv
02/11/2023;AMS.MC_sel.csv
18/04/2024;AMS.MC_sel.csv
07/08/2024;AMS.MC_sel.csv
28/01/2025;AMS.MC_sel.csv
02/10/2015;AMZN_sel.csv
11/02/2016;AMZN_sel.csv
24/03/2016;AMZN_sel.csv
06/07/2016;AMZN_sel.csv
21/09/2016;AMZN_sel.csv
28/03/2017;AMZN_sel.csv
07/07/2017;AMZN_sel.csv
27/10/2017;AMZN_sel.csv
03/01/2018;AMZN_sel.csv
13/02/2018;AMZN_sel.csv
09/07/2018;AMZN_sel.csv
26/12/2018;AMZN_sel.csv
11/03/2019;AMZN_sel.csv
07/06/2019;AMZN_sel.csv
13/04/2020;AMZN_sel.csv
01/07/2020;AMZN_sel.csv
01/04/2021;AMZN_sel.csv
10/06/2021;AMZN_sel.csv
24/08/2021;AMZN_sel.csv
10/01/2023;AMZN_sel.csv
15/03/2023;AMZN_sel.csv
30/10/2023;AMZN_sel.csv
06/06/2024;AMZN_sel.csv
05/08/2024;AMZN_sel.csv
26/11/2024;AMZN_sel.csv
05/10/2015;ANA.MC_sel.csv
22/09/2016;ANA.MC_sel.csv
13/12/2016;ANA.MC_sel.csv
02/05/2017;ANA.MC_sel.csv
04/06/2018;ANA.MC_sel.csv
24/10/2018;ANA.MC_sel.csv
02/01/2019;ANA.MC_sel.csv
01/03/2019;ANA.MC_sel.csv
10/01/2020;ANA.MC_sel.csv
25/05/2020;ANA.MC_sel.csv
10/11/2020;ANA.MC_sel.csv
11/03/2021;ANA.MC_sel.csv
07/07/2021;ANA.MC_sel.csv
13/10/2021;ANA.MC_sel.csv
08/03/2022;ANA.MC_sel.csv
22/07/2022;ANA.MC_sel.csv
28/11/2023;ANA.MC_sel.csv
29/04/2024;ANA.MC_sel.csv
10/07/2024;ANA.MC_sel.csv
23/04/2025;ANA.MC_sel.csv
25/08/2015;ASML.AS_sel.csv
15/10/2015;ASML.AS_sel.csv
17/02/2016;ASML.AS_sel.csv
16/05/2016;ASML.AS_sel.csv
08/07/2016;ASML.AS_sel.csv
15/12/2016;ASML.AS_sel.csv
05/07/2017;ASML.AS_sel.csv
05/01/2018;ASML.AS_sel.csv
05/03/2018;ASML.AS_sel.csv
01/06/2018;ASML.AS_sel.csv
24/01/2019;ASML.AS_sel.csv
01/04/2019;ASML.AS_sel.csv
18/06/2019;ASML.AS_sel.csv
29/08/2019;ASML.AS_sel.csv
06/12/2019;ASML.AS_sel.csv
04/02/2020;ASML.AS_sel.csv
23/03/2020;ASML.AS_sel.csv
04/11/2020;ASML.AS_sel.csv
01/02/2021;ASML.AS_sel.csv
09/03/2021;ASML.AS_sel.csv
23/07/2021;ASML.AS_sel.csv
15/07/2022;ASML.AS_sel.csv
20/10/2022;ASML.AS_sel.csv
06/01/2023;ASML.AS_sel.csv
10/05/2023;ASML.AS_sel.csv
02/11/2023;ASML.AS_sel.csv
18/01/2024;ASML.AS_sel.csv
02/12/2024;ASML.AS_sel.csv
24/04/2025;ASML.AS_sel.csv
27/08/2015;AZN.L_sel.csv
16/11/2015;AZN.L_sel.csv
28/07/2016;AZN.L_sel.csv
24/06/2016;AZN.L_sel.csv
09/12/2016;AZN.L_sel.csv
03/02/2017;AZN.L_sel.csv
09/05/2017;AZN.L_sel.csv
07/09/2017;AZN.L_sel.csv
11/12/2017;AZN.L_sel.csv
01/05/2018;AZN.L_sel.csv
12/07/2018;AZN.L_sel.csv
30/01/2019;AZN.L_sel.csv
04/06/2019;AZN.L_sel.csv
23/10/2019;AZN.L_sel.csv
16/12/2019;AZN.L_sel.csv
08/03/2021;AZN.L_sel.csv
21/09/2021;AZN.L_sel.csv
09/03/2022;AZN.L_sel.csv
20/06/2022;AZN.L_sel.csv
26/10/2022;AZN.L_sel.csv
06/02/2023;AZN.L_sel.csv
05/04/2023;AZN.L_sel.csv
30/11/2023;AZN.L_sel.csv
15/02/2024;AZN.L_sel.csv
27/03/2024;AZN.L_sel.csv
29/07/2024;AZN.L_sel.csv
22/11/2024;AZN.L_sel.csv
05/10/2015;BAC_sel.csv
07/07/2016;BAC_sel.csv
09/11/2016;BAC_sel.csv
09/02/2017;BAC_sel.csv
12/09/2017;BAC_sel.csv
28/11/2017;BAC_sel.csv
09/07/2018;BAC_sel.csv
27/12/2018;BAC_sel.csv
01/04/2019;BAC_sel.csv
04/06/2019;BAC_sel.csv
29/08/2019;BAC_sel.csv
10/10/2019;BAC_sel.csv
24/11/2020;BAC_sel.csv
03/02/2021;BAC_sel.csv
23/04/2021;BAC_sel.csv
23/09/2021;BAC_sel.csv
15/07/2022;BAC_sel.csv
13/10/2022;BAC_sel.csv
02/11/2023;BAC_sel.csv
15/02/2024;BAC_sel.csv
05/10/2015;BA_sel.csv
16/02/2016;BA_sel.csv
30/06/2016;BA_sel.csv
26/10/2016;BA_sel.csv
25/01/2017;BA_sel.csv
13/09/2017;BA_sel.csv
09/01/2018;BA_sel.csv
04/05/2018;BA_sel.csv
12/09/2018;BA_sel.csv
27/12/2018;BA_sel.csv
05/02/2019;BA_sel.csv
22/08/2019;BA_sel.csv
04/11/2019;BA_sel.csv
03/02/2021;BA_sel.csv
20/05/2021;BA_sel.csv
21/12/2021;BA_sel.csv
15/06/2022;BA_sel.csv
13/10/2022;BA_sel.csv
03/01/2023;BA_sel.csv
27/03/2023;BA_sel.csv
26/05/2023;BA_sel.csv
31/10/2023;BA_sel.csv
18/11/2024;BA_sel.csv
09/04/2025;BA_sel.csv
29/02/2016;BBVA.MC_sel.csv
12/04/2016;BBVA.MC_sel.csv
05/08/2016;BBVA.MC_sel.csv
05/10/2016;BBVA.MC_sel.csv
01/03/2017;BBVA.MC_sel.csv
29/03/2018;BBVA.MC_sel.csv
03/01/2019;BBVA.MC_sel.csv
02/04/2019;BBVA.MC_sel.csv
25/05/2020;BBVA.MC_sel.csv
09/11/2020;BBVA.MC_sel.csv
27/04/2021;BBVA.MC_sel.csv
21/07/2021;BBVA.MC_sel.csv
22/12/2021;BBVA.MC_sel.csv
13/10/2022;BBVA.MC_sel.csv
02/01/2023;BBVA.MC_sel.csv
14/06/2023;BBVA.MC_sel.csv
12/09/2023;BBVA.MC_sel.csv
01/11/2023;BBVA.MC_sel.csv
30/01/2024;BBVA.MC_sel.csv
04/03/2024;BBVA.MC_sel.csv
06/01/2025;BBVA.MC_sel.csv
28/09/2015;BKT.MC_sel.csv
25/02/2016;BKT.MC_sel.csv
11/04/2016;BKT.MC_sel.csv
12/07/2016;BKT.MC_sel.csv
16/03/2017;BKT.MC_sel.csv
04/01/2018;BKT.MC_sel.csv
13/04/2018;BKT.MC_sel.csv
22/07/2021;BKT.MC_sel.csv
23/12/2021;BKT.MC_sel.csv
01/03/2024;BKT.MC_sel.csv
08/08/2024;BKT.MC_sel.csv
30/12/2024;BKT.MC_sel.csv
26/02/2016;BNP.PA_sel.csv
13/04/2016;BNP.PA_sel.csv
08/07/2016;BNP.PA_sel.csv
18/10/2016;BNP.PA_sel.csv
06/12/2016;BNP.PA_sel.csv
01/03/2017;BNP.PA_sel.csv
20/04/2017;BNP.PA_sel.csv
11/09/2017;BNP.PA_sel.csv
04/01/2018;BNP.PA_sel.csv
29/08/2019;BNP.PA_sel.csv
10/10/2019;BNP.PA_sel.csv
26/05/2020;BNP.PA_sel.csv
02/11/2020;BNP.PA_sel.csv
02/02/2021;BNP.PA_sel.csv
26/04/2021;BNP.PA_sel.csv
21/07/2021;BNP.PA_sel.csv
23/09/2021;BNP.PA_sel.csv
21/12/2021;BNP.PA_sel.csv
19/07/2022;BNP.PA_sel.csv
13/10/2022;BNP.PA_sel.csv
04/01/2023;BNP.PA_sel.csv
11/07/2023;BNP.PA_sel.csv
30/11/2023;BNP.PA_sel.csv
04/03/2024;BNP.PA_sel.csv
08/10/2024;BNP.PA_sel.csv
15/01/2025;BNP.PA_sel.csv
16/04/2025;BNP.PA_sel.csv
09/12/2019;BNTX_sel.csv
22/06/2020;BNTX_sel.csv
01/10/2020;BNTX_sel.csv
04/11/2020;BNTX_sel.csv
08/01/2021;BNTX_sel.csv
09/04/2021;BNTX_sel.csv
15/07/2021;BNTX_sel.csv
15/11/2021;BNTX_sel.csv
10/05/2022;BNTX_sel.csv
23/06/2022;BNTX_sel.csv
24/10/2022;BNTX_sel.csv
17/08/2023;BNTX_sel.csv
01/05/2024;BNTX_sel.csv
09/09/2024;BNTX_sel.csv
09/04/2025;BNTX_sel.csv
12/07/2016;CABK.MC_sel.csv
06/10/2016;CABK.MC_sel.csv
01/03/2017;CABK.MC_sel.csv
20/04/2017;CABK.MC_sel.csv
05/04/2018;CABK.MC_sel.csv
09/09/2019;CABK.MC_sel.csv
09/11/2020;CABK.MC_sel.csv
02/02/2021;CABK.MC_sel.csv
27/04/2021;CABK.MC_sel.csv
23/12/2021;CABK.MC_sel.csv
26/01/2022;CABK.MC_sel.csv
15/11/2022;CABK.MC_sel.csv
16/12/2022;CABK.MC_sel.csv
09/11/2023;CABK.MC_sel.csv
20/02/2024;CABK.MC_sel.csv
04/10/2024;CABK.MC_sel.csv
24/01/2025;CABK.MC_sel.csv
05/10/2015;CAT_sel.csv
04/02/2016;CAT_sel.csv
24/05/2016;CAT_sel.csv
29/06/2016;CAT_sel.csv
08/11/2016;CAT_sel.csv
19/12/2017;CAT_sel.csv
04/05/2018;CAT_sel.csv
12/09/2018;CAT_sel.csv
29/08/2019;CAT_sel.csv
11/10/2019;CAT_sel.csv
25/03/2020;CAT_sel.csv
14/07/2020;CAT_sel.csv
30/10/2020;CAT_sel.csv
02/02/2021;CAT_sel.csv
15/10/2021;CAT_sel.csv
06/12/2021;CAT_sel.csv
02/03/2022;CAT_sel.csv
24/05/2022;CAT_sel.csv
04/10/2022;CAT_sel.csv
02/06/2023;CAT_sel.csv
02/11/2023;CAT_sel.csv
14/12/2023;CAT_sel.csv
12/09/2024;CAT_sel.csv
14/01/2025;CAT_sel.csv
29/06/2016;CLNX.MC_sel.csv
01/02/2017;CLNX.MC_sel.csv
31/08/2017;CLNX.MC_sel.csv
31/12/2018;CLNX.MC_sel.csv
04/03/2019;CLNX.MC_sel.csv
23/09/2019;CLNX.MC_sel.csv
23/12/2019;CLNX.MC_sel.csv
16/06/2020;CLNX.MC_sel.csv
15/04/2021;CLNX.MC_sel.csv
02/08/2021;CLNX.MC_sel.csv
25/10/2022;CLNX.MC_sel.csv
27/03/2023;CLNX.MC_sel.csv
01/11/2023;CLNX.MC_sel.csv
19/04/2024;CLNX.MC_sel.csv
02/10/2015;CMCSA_sel.csv
27/06/2016;CMCSA_sel.csv
09/11/2016;CMCSA_sel.csv
05/01/2017;CMCSA_sel.csv
19/05/2017;CMCSA_sel.csv
30/11/2017;CMCSA_sel.csv
04/01/2019;CMCSA_sel.csv
20/12/2019;CMCSA_sel.csv
15/05/2020;CMCSA_sel.csv
28/01/2021;CMCSA_sel.csv
13/05/2022;CMCSA_sel.csv
13/07/2022;CMCSA_sel.csv
04/01/2023;CMCSA_sel.csv
16/03/2023;CMCSA_sel.csv
27/06/2023;CMCSA_sel.csv
16/02/2024;CMCSA_sel.csv
05/02/2025;CMCSA_sel.csv
11/02/2016;CRM_sel.csv
10/05/2016;CRM_sel.csv
04/01/2017;CRM_sel.csv
28/03/2017;CRM_sel.csv
14/08/2017;CRM_sel.csv
03/10/2017;CRM_sel.csv
14/02/2018;CRM_sel.csv
02/08/2018;CRM_sel.csv
27/12/2018;CRM_sel.csv
24/10/2019;CRM_sel.csv
06/01/2020;CRM_sel.csv
19/03/2020;CRM_sel.csv
20/08/2020;CRM_sel.csv
29/03/2021;CRM_sel.csv
16/09/2021;CRM_sel.csv
09/01/2023;CRM_sel.csv
21/08/2023;CRM_sel.csv
11/01/2024;CRM_sel.csv
15/02/2016;DG.PA_sel.csv
29/06/2016;DG.PA_sel.csv
20/04/2017;DG.PA_sel.csv
10/07/2017;DG.PA_sel.csv
26/10/2017;DG.PA_sel.csv
13/04/2018;DG.PA_sel.csv
03/07/2018;DG.PA_sel.csv
15/02/2019;DG.PA_sel.csv
08/08/2019;DG.PA_sel.csv
24/10/2019;DG.PA_sel.csv
02/11/2020;DG.PA_sel.csv
02/02/2021;DG.PA_sel.csv
21/12/2021;DG.PA_sel.csv
24/10/2022;DG.PA_sel.csv
04/01/2023;DG.PA_sel.csv
31/10/2023;DG.PA_sel.csv
20/02/2024;DG.PA_sel.csv
07/08/2024;DG.PA_sel.csv
15/04/2025;DG.PA_sel.csv
11/04/2016;ELE.MC_sel.csv
22/11/2016;ELE.MC_sel.csv
23/03/2017;ELE.MC_sel.csv
28/03/2018;ELE.MC_sel.csv
16/10/2018;ELE.MC_sel.csv
05/06/2019;ELE.MC_sel.csv
10/01/2020;ELE.MC_sel.csv
01/07/2020;ELE.MC_sel.csv
09/03/2021;ELE.MC_sel.csv
13/10/2021;ELE.MC_sel.csv
25/10/2022;ELE.MC_sel.csv
21/03/2023;ELE.MC_sel.csv
29/04/2024;ELE.MC_sel.csv
13/08/2024;ELE.MC_sel.csv
15/11/2024;ELE.MC_sel.csv
10/03/2025;ELE.MC_sel.csv
25/09/2015;ENG.MC_sel.csv
22/03/2017;ENG.MC_sel.csv
28/03/2018;ENG.MC_sel.csv
04/06/2018;ENG.MC_sel.csv
06/11/2018;ENG.MC_sel.csv
02/01/2019;ENG.MC_sel.csv
23/03/2021;ENG.MC_sel.csv
21/07/2021;ENG.MC_sel.csv
21/09/2021;ENG.MC_sel.csv
25/02/2022;ENG.MC_sel.csv
17/10/2022;ENG.MC_sel.csv
03/01/2023;ENG.MC_sel.csv
14/11/2023;ENG.MC_sel.csv
07/03/2025;ENG.MC_sel.csv
09/12/2016;FER.MC_sel.csv
24/03/2017;FER.MC_sel.csv
29/03/2018;FER.MC_sel.csv
03/01/2019;FER.MC_sel.csv
16/05/2019;FER.MC_sel.csv
07/08/2019;FER.MC_sel.csv
04/11/2020;FER.MC_sel.csv
08/10/2021;FER.MC_sel.csv
26/10/2022;FER.MC_sel.csv
13/04/2023;FER.MC_sel.csv
31/10/2023;FER.MC_sel.csv
19/08/2024;FER.MC_sel.csv
22/11/2024;FER.MC_sel.csv
16/04/2025;FER.MC_sel.csv
21/03/2016;GILD_sel.csv
21/06/2017;GILD_sel.csv
29/08/2017;GILD_sel.csv
09/01/2018;GILD_sel.csv
05/07/2018;GILD_sel.csv
25/04/2019;GILD_sel.csv
10/06/2019;GILD_sel.csv
06/09/2019;GILD_sel.csv
04/01/2021;GILD_sel.csv
03/05/2021;GILD_sel.csv
11/08/2021;GILD_sel.csv
03/11/2021;GILD_sel.csv
17/06/2022;GILD_sel.csv
21/10/2022;GILD_sel.csv
24/03/2023;GILD_sel.csv
10/10/2023;GILD_sel.csv
01/12/2023;GILD_sel.csv
11/07/2024;GILD_sel.csv
10/09/2024;GILD_sel.csv
27/01/2025;GILD_sel.csv
19/05/2025;GILD_sel.csv
02/10/2015;GOOGL_sel.csv
09/03/2016;GOOGL_sel.csv
11/07/2016;GOOGL_sel.csv
17/04/2017;GOOGL_sel.csv
07/07/2017;GOOGL_sel.csv
28/09/2017;GOOGL_sel.csv
06/12/2017;GOOGL_sel.csv
14/02/2018;GOOGL_sel.csv
02/01/2019;GOOGL_sel.csv
04/10/2019;GOOGL_sel.csv
06/01/2020;GOOGL_sel.csv
30/06/2020;GOOGL_sel.csv
09/10/2020;GOOGL_sel.csv
01/04/2021;GOOGL_sel.csv
23/07/2021;GOOGL_sel.csv
16/03/2022;GOOGL_sel.csv
27/07/2022;GOOGL_sel.csv
11/01/2023;GOOGL_sel.csv
14/03/2023;GOOGL_sel.csv
08/03/2024;GOOGL_sel.csv
02/12/2024;GOOGL_sel.csv
27/06/2025;GOOGL_sel.csv
15/10/2015;GRF.MC_sel.csv
15/02/2016;GRF.MC_sel.csv
20/05/2016;GRF.MC_sel.csv
15/12/2016;GRF.MC_sel.csv
24/03/2017;GRF.MC_sel.csv
26/10/2017;GRF.MC_sel.csv
27/04/2018;GRF.MC_sel.csv
07/06/2019;GRF.MC_sel.csv
24/10/2019;GRF.MC_sel.csv
08/09/2020;GRF.MC_sel.csv
11/03/2021;GRF.MC_sel.csv
23/02/2022;GRF.MC_sel.csv
03/05/2022;GRF.MC_sel.csv
08/11/2022;GRF.MC_sel.csv
09/05/2023;GRF.MC_sel.csv
02/11/2023;GRF.MC_sel.csv
19/08/2024;GRF.MC_sel.csv
13/02/2025;GRF.MC_sel.csv
02/10/2015;GS_sel.csv
25/02/2016;GS_sel.csv
30/06/2016;GS_sel.csv
09/11/2016;GS_sel.csv
06/06/2017;GS_sel.csv
11/09/2017;GS_sel.csv
27/12/2018;GS_sel.csv
04/06/2019;GS_sel.csv
29/08/2019;GS_sel.csv
15/10/2019;GS_sel.csv
26/03/2020;GS_sel.csv
05/11/2020;GS_sel.csv
02/02/2021;GS_sel.csv
21/07/2021;GS_sel.csv
19/07/2022;GS_sel.csv
25/10/2022;GS_sel.csv
25/01/2023;GS_sel.csv
31/10/2023;GS_sel.csv
23/04/2024;GS_sel.csv
06/08/2024;GS_sel.csv
12/02/2016;HD_sel.csv
01/07/2016;HD_sel.csv
07/11/2016;HD_sel.csv
21/04/2017;HD_sel.csv
27/07/2017;HD_sel.csv
05/09/2017;HD_sel.csv
14/11/2017;HD_sel.csv
26/04/2018;HD_sel.csv
16/08/2018;HD_sel.csv
27/12/2018;HD_sel.csv
21/03/2019;HD_sel.csv
04/06/2019;HD_sel.csv
16/12/2019;HD_sel.csv
08/03/2021;HD_sel.csv
21/06/2021;HD_sel.csv
07/10/2021;HD_sel.csv
01/07/2022;HD_sel.csv
02/06/2023;HD_sel.csv
31/10/2023;HD_sel.csv
21/02/2024;HD_sel.csv
10/09/2024;HD_sel.csv
02/03/2016;HON_sel.csv
13/10/2016;HON_sel.csv
03/02/2017;HON_sel.csv
13/11/2017;HON_sel.csv
04/05/2018;HON_sel.csv
02/07/2018;HON_sel.csv
16/08/2018;HON_sel.csv
27/12/2018;HON_sel.csv
03/06/2019;HON_sel.csv
02/11/2020;HON_sel.csv
19/07/2022;HON_sel.csv
24/10/2022;HON_sel.csv
30/10/2023;HON_sel.csv
09/11/2016;HSBC_sel.csv
11/12/2017;HSBC_sel.csv
27/03/2023;HSBC_sel.csv
14/11/2023;HSBC_sel.csv
20/03/2024;HSBC_sel.csv
06/08/2024;HSBC_sel.csv
11/04/2025;HSBC_sel.csv
28/09/2015;IBE.MC_sel.csv
06/12/2016;IBE.MC_sel.csv
08/02/2017;IBE.MC_sel.csv
02/05/2017;IBE.MC_sel.csv
28/03/2018;IBE.MC_sel.csv
12/12/2018;IBE.MC_sel.csv
24/05/2019;IBE.MC_sel.csv
02/08/2019;IBE.MC_sel.csv
15/01/2020;IBE.MC_sel.csv
25/05/2020;IBE.MC_sel.csv
02/11/2020;IBE.MC_sel.csv
23/12/2020;IBE.MC_sel.csv
09/03/2021;IBE.MC_sel.csv
08/03/2022;IBE.MC_sel.csv
24/06/2022;IBE.MC_sel.csv
25/10/2022;IBE.MC_sel.csv
16/03/2023;IBE.MC_sel.csv
10/10/2023;IBE.MC_sel.csv
13/08/2024;IBE.MC_sel.csv
10/03/2025;IBE.MC_sel.csv
26/02/2016;IDR.MC_sel.csv
30/06/2016;IDR.MC_sel.csv
